anime_id,title,genre,type,episodes,rating,members,set
296,dragon drive,"Action, Adventure, Comedy, Fantasy, School, Sci-Fi, Shounen",TV,38,6.88,14232,"{'Adventure', 'TV', 'Shounen', 'School', 'Action', 'Sci-Fi', 'Comedy', 'Fantasy'}"
7435,dragon quest: dai no daibouken (1991),"Adventure, Demons, Fantasy, Magic, Shounen",Movie,1,6.88,816,"{'Adventure', 'Shounen', 'Demons', 'Movie', 'Magic', 'Fantasy'}"
12471,eureka seven ao,"Action, Adventure, Drama, Mecha, Sci-Fi",TV,24,6.88,56453,"{'Adventure', 'TV', 'Drama', 'Sci-Fi', 'Action', 'Mecha'}"
377,ex-driver,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",OVA,6,6.88,5217,"{'Adventure', 'Shounen', 'OVA', 'Cars', 'Sci-Fi', 'Action', 'Comedy'}"
19109,fate/kaleid liner prisma☆illya specials,"Comedy, Ecchi, Fantasy, Magic",Special,5,6.88,16886,"{'Special', 'Ecchi', 'Comedy', 'Magic', 'Fantasy'}"
7254,harukanaru toki no naka de 3: owarinaki unmei,"Action, Demons, Fantasy, Historical, Military, Shoujo, Supernatural",Special,1,6.88,1756,"{'Demons', 'Military', 'Action', 'Special', 'Historical', 'Supernatural', 'Shoujo', 'Fantasy'}"
12461,hiiro no kakera,"Fantasy, Romance, Shoujo, Supernatural",TV,13,6.88,55031,"{'TV', 'Romance', 'Supernatural', 'Shoujo', 'Fantasy'}"
8465,ichiban ushiro no daimaou specials,"Comedy, Ecchi, Fantasy, Magic, Shounen",Special,6,6.88,26025,"{'Shounen', 'Special', 'Ecchi', 'Comedy', 'Magic', 'Fantasy'}"
3326,inaka isha,"Dementia, Drama, Historical, Psychological",Movie,1,6.88,10030,"{'Drama', 'Dementia', 'Movie', 'Historical', 'Psychological'}"
12963,jewelpet kira☆deco!,"Fantasy, Magic, Shoujo",TV,52,6.88,1452,"{'TV', 'Shoujo', 'Magic', 'Fantasy'}"
6297,kamen rider den-o: imagin anime 2,"Action, Adventure, Comedy, Kids, Super Power",OVA,12,6.88,472,"{'Super Power', 'Adventure', 'OVA', 'Action', 'Comedy', 'Kids'}"
10098,kobato.: hajimete no kobato.,"Comedy, Drama, Fantasy",Special,8,6.88,6001,"{'Drama', 'Comedy', 'Fantasy', 'Special'}"
4262,koihime†musou,"Action, Adventure, Fantasy, Historical, Martial Arts",TV,12,6.88,32176,"{'Adventure', 'TV', 'Action', 'Historical', 'Martial Arts', 'Fantasy'}"
2695,mobile suit gundam 0083: the fading light of zeon,"Action, Adventure, Mecha, Sci-Fi, Space",Movie,1,6.88,4759,"{'Adventure', 'Space', 'Sci-Fi', 'Action', 'Movie', 'Mecha'}"
1243,night head genesis,"Drama, Horror, Mystery, Psychological, Supernatural",TV,24,6.88,20856,"{'TV', 'Drama', 'Horror', 'Supernatural', 'Mystery', 'Psychological'}"
28819,okusama ga seitokaichou!,"Comedy, Ecchi, Romance, School, Shounen",TV,12,6.88,91241,"{'TV', 'Shounen', 'School', 'Romance', 'Ecchi', 'Comedy'}"
31980,okusama ga seitokaichou! ova,"Comedy, Ecchi, Romance, Shounen",OVA,1,6.88,13602,"{'OVA', 'Shounen', 'Romance', 'Ecchi', 'Comedy'}"
9922,oretachi ni tsubasa wa nai: under the innocent sky.,"Comedy, Drama, Ecchi, Harem, Romance",TV,12,6.88,52687,"{'Harem', 'TV', 'Drama', 'Romance', 'Ecchi', 'Comedy'}"
1035,patalliro saiyuuki!,"Adventure, Comedy, Fantasy, Shoujo, Shounen Ai",TV,26,6.88,1996,"{'Adventure', 'TV', 'Comedy', 'Shoujo', 'Shounen Ai', 'Fantasy'}"
6275,pokemon fushigi no dungeon: sora no tankentai - toki to yami wo meguru saigo no bouken,"Adventure, Fantasy, Kids",Special,1,6.88,5719,"{'Adventure', 'Kids', 'Fantasy', 'Special'}"
10933,r-15 ova,"Adventure, Comedy, Ecchi, Harem, Parody, Romance",OVA,1,6.88,12334,"{'Harem', 'Adventure', 'OVA', 'Romance', 'Ecchi', 'Comedy', 'Parody'}"
13727,rinne no lagrange: kamogawa days,"Comedy, School, Sci-Fi, Slice of Life",OVA,1,6.88,5793,"{'OVA', 'School', 'Sci-Fi', 'Comedy', 'Slice of Life'}"
32151,senki zesshou symphogear gx: believe in justice and hold a determination to fist. specials,"Action, Music, Sci-Fi",Special,4,6.88,1363,"{'Music', 'Sci-Fi', 'Action', 'Special'}"
21879,sword art online: sword art offline - extra edition,Comedy,Special,1,6.88,27380,"{'Comedy', 'Special'}"
26395,teekyuu 4,"Comedy, Shounen, Sports",TV,12,6.88,10094,"{'Sports', 'Comedy', 'TV', 'Shounen'}"
28835,tesagure! bukatsumono spin-off purupurun sharumu to asobou,"Parody, School, Slice of Life",TV,12,6.88,2007,"{'TV', 'School', 'Parody', 'Slice of Life'}"
688,uta kata,"Drama, Magic",TV,12,6.88,16688,"{'TV', 'Drama', 'Magic'}"
6166,asobi ni iku yo!,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,12,6.87,95005,"{'Harem', 'TV', 'Sci-Fi', 'Romance', 'Ecchi', 'Comedy'}"
8648,break blade picture drama,"Comedy, Fantasy",Special,6,6.87,4712,"{'Comedy', 'Fantasy', 'Special'}"
31147,concrete revolutio: choujin gensou,"Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural",TV,13,6.87,46938,"{'Super Power', 'TV', 'Drama', 'Sci-Fi', 'Demons', 'Action', 'Mystery', 'Supernatural', 'Fantasy'}"
16355,dansai bunri no crime edge,"Action, Fantasy, Romance, Seinen",TV,13,6.87,60465,"{'TV', 'Action', 'Romance', 'Seinen', 'Fantasy'}"
5802,fantascope: tylostoma,"Fantasy, Supernatural",OVA,1,6.87,1575,"{'Supernatural', 'OVA', 'Fantasy'}"
22513,freely tomorrow,Music,Music,1,6.87,1199,{'Music'}
32415,garo: honoo no kokuin - home,"Action, Demons, Fantasy, Magic, Supernatural",Special,1,6.88,2139,"{'Demons', 'Action', 'Special', 'Supernatural', 'Magic', 'Fantasy'}"
4486,getter robo g,"Action, Mecha, Sci-Fi, Shounen",TV,39,6.87,1088,"{'TV', 'Shounen', 'Sci-Fi', 'Action', 'Mecha'}"
3602,ginga tetsudou 999: eternal fantasy,"Action, Drama, Sci-Fi, Space",Movie,1,6.87,1896,"{'Space', 'Drama', 'Sci-Fi', 'Action', 'Movie'}"
646,haunted junction,"Comedy, Shounen, Supernatural",TV,12,6.87,2504,"{'Supernatural', 'Comedy', 'TV', 'Shounen'}"
1082,hikari to mizu no daphne,"Comedy, Drama, Mystery, Police, Psychological, Sci-Fi",TV,24,6.87,8876,"{'TV', 'Police', 'Drama', 'Sci-Fi', 'Comedy', 'Mystery', 'Psychological'}"
9957,hoshizora no violin,"Historical, Slice of Life",Movie,1,6.87,482,"{'Movie', 'Slice of Life', 'Historical'}"
2598,juusenki l-gaim,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",TV,54,6.87,2211,"{'Adventure', 'Space', 'Shounen', 'TV', 'Drama', 'Sci-Fi', 'Action', 'Mecha'}"
7148,ladies versus butlers!,"Comedy, Ecchi, Harem, Romance, School, Seinen",TV,12,6.87,94820,"{'Harem', 'TV', 'School', 'Romance', 'Ecchi', 'Comedy', 'Seinen'}"
21235,log horizon recap,"Action, Adventure, Fantasy, Magic, Shounen",Special,1,6.87,10245,"{'Adventure', 'Shounen', 'Action', 'Special', 'Magic', 'Fantasy'}"
25897,love live! school idol project: μ&#039;s →next lovelive! 2014 - endless parade makuai drama,Comedy,Special,3,6.87,5282,"{'Comedy', 'Special'}"
273,mahoutsukai ni taisetsu na koto,"Drama, Magic, Shounen, Slice of Life",TV,12,6.87,15152,"{'TV', 'Shounen', 'Drama', 'Slice of Life', 'Magic'}"
24371,mobile suit gundam unicorn: episode ex - 100 years of solitude,"Drama, Mecha, Military",Special,1,6.87,2078,"{'Drama', 'Mecha', 'Military', 'Special'}"
3618,moyashimon: kin gekijou deluxe,Comedy,Special,4,6.87,4783,"{'Comedy', 'Special'}"
1074,naruto narutimate hero 3: tsuini gekitotsu! jounin vs. genin!! musabetsu dairansen taikai kaisai!!,"Adventure, Comedy, Game, Shounen",OVA,1,6.87,45188,"{'Adventure', 'OVA', 'Shounen', 'Game', 'Comedy'}"
466,one piece: taose! kaizoku ganzack,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1,6.87,17240,"{'Super Power', 'Adventure', 'Shounen', 'OVA', 'Action', 'Comedy', 'Fantasy'}"
19099,pokemon: mewtwo - kakusei e no prologue,"Adventure, Fantasy, Kids",Special,1,6.87,4146,"{'Adventure', 'Kids', 'Fantasy', 'Special'}"
6560,popee the performer,"Comedy, Dementia",TV,39,6.87,1565,"{'Dementia', 'Comedy', 'TV'}"
30749,saijaku muhai no bahamut,"Action, Ecchi, Fantasy, Harem, Mecha, Romance, School, Supernatural",TV,12,6.87,94430,"{'Harem', 'TV', 'School', 'Action', 'Romance', 'Ecchi', 'Supernatural', 'Mecha', 'Fantasy'}"
7016,senjou no valkyria: senval theater,Comedy,Special,9,6.87,8006,"{'Comedy', 'Special'}"
30412,shi xiong,"Action, Comedy, Horror",ONA,41,6.87,566,"{'ONA', 'Horror', 'Comedy', 'Action'}"
30381,sousei no aquarion evol,"Mecha, Romance, Sci-Fi",Special,1,6.87,3752,"{'Mecha', 'Sci-Fi', 'Special', 'Romance'}"
3954,tales of symphonia the animation: kratos-sensei no private lesson,"Comedy, School",Special,1,6.87,6508,"{'School', 'Comedy', 'Special'}"
30567,teekyuu 5,"Comedy, Shounen, Sports",TV,12,6.87,8381,"{'Sports', 'Comedy', 'TV', 'Shounen'}"
2633,the☆doraemons: dokidoki kikansha daibakusou!,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,6.87,450,"{'Adventure', 'Shounen', 'Sci-Fi', 'Movie', 'Comedy', 'Kids', 'Fantasy'}"
5143,tokusou kihei dorvack,"Action, Mecha, Sci-Fi",TV,36,6.87,360,"{'TV', 'Mecha', 'Sci-Fi', 'Action'}"
1218,tonagura!,"Comedy, Drama, Ecchi, Romance, School",TV,13,6.87,31856,"{'TV', 'Drama', 'School', 'Romance', 'Ecchi', 'Comedy'}"
5505,viper&#039;s creed,"Action, Military, Sci-Fi",TV,12,6.87,7393,"{'TV', 'Sci-Fi', 'Action', 'Military'}"
2128,yuusha raideen,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,50,6.87,989,"{'Adventure', 'TV', 'Shounen', 'Sci-Fi', 'Action', 'Mecha'}"
1487,.hack//unison,"Adventure, Comedy, Fantasy, Game, Magic, Sci-Fi",Special,1,6.86,16411,"{'Adventure', 'Sci-Fi', 'Game', 'Special', 'Comedy', 'Magic', 'Fantasy'}"
33419,12-sai.: chicchana mune no tokimeki 2nd season,"Romance, School, Shoujo",TV,12,6.85,4580,"{'TV', 'School', 'Shoujo', 'Romance'}"
2579,anime 80-nichikan sekai isshuu,"Adventure, Historical, Kids, Romance",TV,26,6.86,2258,"{'Adventure', 'TV', 'Romance', 'Historical', 'Kids'}"
12027,anne no nikki: anne frank monogatari,"Drama, Historical",Special,1,6.86,385,"{'Drama', 'Historical', 'Special'}"
4657,arad senki: slap up party,"Action, Adventure, Comedy, Fantasy",TV,26,6.86,10698,"{'Adventure', 'TV', 'Action', 'Comedy', 'Fantasy'}"
495,bakuretsu hunters,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen, Supernatural",TV,26,6.86,10667,"{'Adventure', 'TV', 'Shounen', 'Ecchi', 'Comedy', 'Supernatural', 'Magic', 'Fantasy'}"
2705,bakusou kyoudai let&#039;s &amp; go,"Adventure, Cars, Shounen, Sports",TV,51,6.86,4186,"{'Adventure', 'TV', 'Shounen', 'Cars', 'Sports'}"
11457,chibi☆devi!,"Fantasy, Shoujo, Supernatural",TV,75,6.86,8186,"{'Supernatural', 'Shoujo', 'TV', 'Fantasy'}"
3028,cluster edge specials,"Action, Fantasy, Military, Sci-Fi",Special,3,6.86,927,"{'Sci-Fi', 'Action', 'Military', 'Special', 'Fantasy'}"
12499,crayon shin-chan movie 20: arashi wo yobu! ora to uchuu no princess,"Comedy, Kids, Shounen",Movie,1,6.86,735,"{'Movie', 'Comedy', 'Kids', 'Shounen'}"
2814,dondon domeru to ron,"Comedy, Kids",TV,52,6.86,531,"{'TV', 'Comedy', 'Kids'}"
2629,doraemon and itchy the stray,"Comedy, Kids, Sci-Fi, Shounen",Special,1,6.86,549,"{'Shounen', 'Sci-Fi', 'Special', 'Comedy', 'Kids'}"
4362,fireball,"Comedy, Sci-Fi",TV,13,6.86,6601,"{'TV', 'Comedy', 'Sci-Fi'}"
3012,gekitou! crush gear turbo,"Shounen, Sports",TV,68,6.86,2998,"{'Sports', 'TV', 'Shounen'}"
19889,genshiken nidaime specials,"Comedy, Parody, Slice of Life",Special,4,6.86,3981,"{'Parody', 'Slice of Life', 'Comedy', 'Special'}"
15895,hiyokoi (2012),"Romance, School, Shoujo",Special,3,6.86,13168,"{'School', 'Shoujo', 'Special', 'Romance'}"
10359,jewelpet sunshine,"Fantasy, Magic, Shoujo",TV,52,6.86,2019,"{'TV', 'Shoujo', 'Magic', 'Fantasy'}"
757,kaze wo mita shounen,"Adventure, Drama, Fantasy",Movie,1,6.86,3551,"{'Movie', 'Drama', 'Adventure', 'Fantasy'}"
865,kikou senki dragonar,"Adventure, Mecha, Sci-Fi, Shounen, Space",TV,48,6.86,1961,"{'Adventure', 'Space', 'Shounen', 'TV', 'Sci-Fi', 'Mecha'}"
31930,koukaku no pandora: ghost urn,"Action, Comedy, Ecchi, Sci-Fi",Movie,1,6.86,3327,"{'Sci-Fi', 'Action', 'Movie', 'Ecchi', 'Comedy'}"
4411,mirai robo daltanias,"Comedy, Mecha, Shounen, Space",TV,47,6.86,509,"{'TV', 'Space', 'Shounen', 'Comedy', 'Mecha'}"
7322,needless specials,"Comedy, Ecchi, School",Special,12,6.86,11609,"{'Ecchi', 'School', 'Comedy', 'Special'}"
12659,nisoku hokou,Music,Music,1,6.86,1116,{'Music'}
25259,persona 4 the animation: a brief lesson on izanagi &amp; izanami,School,Special,1,6.86,2497,"{'School', 'Special'}"
1748,piyoko ni omakase pyo!,"Comedy, Sci-Fi, Shounen",OVA,8,6.86,1480,"{'OVA', 'Comedy', 'Sci-Fi', 'Shounen'}"
5526,pokemon: pikachu no natsuyasumi,"Comedy, Fantasy, Kids",Movie,1,6.86,19960,"{'Movie', 'Comedy', 'Kids', 'Fantasy'}"
11911,pretty rhythm: aurora dream - prism shougekijou,"Comedy, Shoujo",Special,51,6.86,1220,"{'Comedy', 'Shoujo', 'Special'}"
23871,puchimas!!: petit petit idolm@ster - fuyu→kotatsu←haru,"Comedy, Music, Slice of Life",OVA,1,6.85,1246,"{'Music', 'Slice of Life', 'Comedy', 'OVA'}"
19825,saikyou ginga ultimate zero: battle spirits,Shounen,TV,49,6.86,730,"{'TV', 'Shounen'}"
20843,"senki zesshou symphogear g: in the distance, that day, when the star became music... specials",Comedy,Special,2,6.86,4645,"{'Comedy', 'Special'}"
30919,sora no method: aru shoujo no kyuujitsu★,"Comedy, Fantasy, Slice of Life",Special,1,6.86,4215,"{'Slice of Life', 'Comedy', 'Fantasy', 'Special'}"
7536,soukou kihei votoms: pailsen files the movie,"Mecha, Military, Sci-Fi, Space",Movie,1,6.86,915,"{'Space', 'Sci-Fi', 'Military', 'Movie', 'Mecha'}"
6245,spirit of wonder: china-san tanpenshuu,"Comedy, Sci-Fi, Seinen",Special,3,6.86,861,"{'Comedy', 'Sci-Fi', 'Seinen', 'Special'}"
422,stratos 4 ova,"Comedy, Military, Sci-Fi, Shounen",OVA,2,6.86,2133,"{'Shounen', 'OVA', 'Sci-Fi', 'Military', 'Comedy'}"
6162,tailenders,"Action, Adventure, Cars, Sci-Fi",Movie,1,6.86,8474,"{'Adventure', 'Cars', 'Sci-Fi', 'Action', 'Movie'}"
22759,toaru kagaku no railgun s: daiji na koto wa zenbu sentou ni osowatta,Comedy,OVA,1,6.86,13119,"{'Comedy', 'OVA'}"
1265,yoroiden samurai troopers gaiden,"Adventure, Fantasy, Samurai, Shounen",OVA,2,6.86,1638,"{'Adventure', 'Shounen', 'OVA', 'Samurai', 'Fantasy'}"
28723,aikatsu!: dai starmiya ichigo matsuri zenyasai!!,"Music, School, Shoujo",Special,1,6.85,630,"{'Music', 'School', 'Shoujo', 'Special'}"
13047,anime koukyoushi: jungle taitei,"Adventure, Kids, Shounen",OVA,1,6.85,407,"{'OVA', 'Adventure', 'Kids', 'Shounen'}"
1550,attack no.1,"Drama, Shoujo, Sports",TV,104,6.85,3676,"{'Drama', 'Sports', 'Shoujo', 'TV'}"
10036,boku no chikyuu wo mamotte: kiniro no toki nasarete,"Drama, Music, Romance, Sci-Fi, Shoujo",Special,1,6.85,610,"{'Drama', 'Sci-Fi', 'Romance', 'Special', 'Music', 'Shoujo'}"
10897,boku wa tomodachi ga sukunai episode 0,"Comedy, Romance, School, Seinen, Slice of Life",OVA,1,6.85,69233,"{'OVA', 'School', 'Romance', 'Comedy', 'Seinen', 'Slice of Life'}"
357,bokusatsu tenshi dokuro-chan,"Comedy, Ecchi, Magic",OVA,4,6.85,117080,"{'Ecchi', 'Comedy', 'Magic', 'OVA'}"
2255,choujuu kishin dancougar,"Action, Mecha, Sci-Fi, Shounen",TV,38,6.85,1806,"{'TV', 'Shounen', 'Sci-Fi', 'Action', 'Mecha'}"
2703,chousoku spinner,"Shounen, Sports",TV,22,6.85,1888,"{'Sports', 'TV', 'Shounen'}"
8365,crayon shin-chan movie 13: densetsu wo yobu buriburi 3 pun dai shingeki,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,6.85,1001,"{'Shounen', 'School', 'Movie', 'Ecchi', 'Comedy', 'Slice of Life', 'Kids'}"
15547,cross fight b-daman es,Kids,TV,52,6.85,711,"{'TV', 'Kids'}"
293,di gi charat,"Comedy, Fantasy, Sci-Fi",TV,16,6.85,12227,"{'TV', 'Comedy', 'Sci-Fi', 'Fantasy'}"
12343,dirty pair flash 2,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi",OVA,5,6.85,1539,"{'Adventure', 'OVA', 'Police', 'Sci-Fi', 'Action', 'Ecchi', 'Comedy'}"
563,dna²,"Comedy, Romance, Sci-Fi",TV,12,6.85,23140,"{'TV', 'Comedy', 'Sci-Fi', 'Romance'}"
378,ex-driver the movie,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",Movie,1,6.85,2791,"{'Adventure', 'Shounen', 'Cars', 'Sci-Fi', 'Action', 'Movie', 'Comedy'}"
23115,hamatora the animation: saishuukai chokuzen! mao ga okuru soushuuhen special,"Comedy, Mystery, Super Power",Special,1,6.85,4587,"{'Super Power', 'Comedy', 'Mystery', 'Special'}"
318,hand maid may,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,10,6.85,17895,"{'Harem', 'TV', 'Sci-Fi', 'Romance', 'Ecchi', 'Comedy'}"
2217,hand maid may special,"Comedy, Ecchi, Harem, Romance, Sci-Fi",Special,1,6.85,5984,"{'Harem', 'Sci-Fi', 'Romance', 'Special', 'Ecchi', 'Comedy'}"
30651,itoshi no muco,"Comedy, Slice of Life",TV,25,6.86,4272,"{'Slice of Life', 'Comedy', 'TV'}"
18053,koi to senkyo to chocolate: ikenai hazuki-sensei,"Drama, Romance, School",Special,1,6.85,3526,"{'Drama', 'School', 'Special', 'Romance'}"
13367,"kono naka ni hitori, imouto ga iru!","Comedy, Ecchi, Harem, Mystery, Romance, School, Seinen",TV,12,6.85,92252,"{'Harem', 'TV', 'School', 'Romance', 'Ecchi', 'Comedy', 'Mystery', 'Seinen'}"
6229,konpeki no kantai,"Action, Drama, Historical, Military",OVA,32,6.85,827,"{'OVA', 'Drama', 'Action', 'Military', 'Historical'}"
557,koutetsu tenshi kurumi encore,"Comedy, Historical, Romance, Sci-Fi, Shounen",OVA,4,6.85,4734,"{'Shounen', 'OVA', 'Sci-Fi', 'Romance', 'Comedy', 'Historical'}"
3659,majime ni fumajime kaiketsu zorori: nazo no otakara daisakusen,"Adventure, Comedy",Movie,1,6.85,272,"{'Movie', 'Comedy', 'Adventure'}"
3182,massugu ni ikou. 2nd season,"Comedy, Josei, Romance, Slice of Life",TV,5,6.85,904,"{'TV', 'Romance', 'Comedy', 'Josei', 'Slice of Life'}"
17585,myself ; yourself specials,"Drama, Romance, School",Special,2,6.85,4128,"{'Drama', 'School', 'Special', 'Romance'}"
10114,nintama rantarou movie: ninjutsu gakuen zenin shutsudou! no dan,"Comedy, Shounen",Movie,1,6.85,297,"{'Movie', 'Comedy', 'Shounen'}"
22661,one piece: cry heart,"Fantasy, Shounen",Special,3,6.85,3417,"{'Shounen', 'Fantasy', 'Special'}"
2783,oyayubi hime monogatari,"Adventure, Fantasy, Shoujo",TV,26,6.85,671,"{'TV', 'Adventure', 'Shoujo', 'Fantasy'}"
4136,penguin musume♥heart,"Comedy, Ecchi, School, Slice of Life",ONA,22,6.85,12195,"{'ONA', 'School', 'Ecchi', 'Comedy', 'Slice of Life'}"
1771,ring ni kakero 1: nichibei kessen-hen,"Action, Shounen, Sports",TV,12,6.85,1037,"{'TV', 'Sports', 'Action', 'Shounen'}"
11635,sacred seven: shirogane no tsubasa,"Action, School, Sci-Fi, Super Power",Movie,1,6.85,3940,"{'Super Power', 'Sci-Fi', 'School', 'Action', 'Movie'}"
27709,saki biyori animation,"Comedy, School, Seinen, Slice of Life",OVA,1,6.85,1682,"{'OVA', 'School', 'Comedy', 'Seinen', 'Slice of Life'}"
4031,sakigake!! otokojuku movie,"Action, Comedy, Martial Arts, School, Shounen",Movie,1,6.85,1060,"{'Shounen', 'School', 'Action', 'Movie', 'Comedy', 'Martial Arts'}"
6330,shakugan no shana: friagne to marianne no naze nani shana! nandemo shitsumonbako!,"Comedy, Fantasy, Supernatural",Special,8,6.85,10284,"{'Supernatural', 'Comedy', 'Fantasy', 'Special'}"
2934,shiawase sou no okojo-san,Comedy,TV,51,6.85,1138,"{'Comedy', 'TV'}"
2811,soratobu yuureisen,"Adventure, Drama, Mecha, Sci-Fi",Movie,1,6.85,2634,"{'Adventure', 'Drama', 'Sci-Fi', 'Movie', 'Mecha'}"
2620,spider riders: yomigaeru taiyou,"Action, Adventure, Mecha",TV,26,6.85,1889,"{'TV', 'Mecha', 'Adventure', 'Action'}"
11787,toriko: barbarian ivy wo hokaku seyo!,"Action, Adventure, Comedy, Shounen, Super Power",Special,1,6.85,1628,"{'Super Power', 'Adventure', 'Shounen', 'Action', 'Special', 'Comedy'}"
924,transformers: choujin master force,"Adventure, Mecha, Sci-Fi, Shounen",TV,47,6.85,1574,"{'Adventure', 'TV', 'Shounen', 'Sci-Fi', 'Mecha'}"
3964,turn a gundam ii movie: moonlight butterfly,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,6.85,2396,"{'Space', 'Drama', 'Sci-Fi', 'Action', 'Military', 'Movie', 'Mecha'}"
6964,yuu☆yuu☆hakusho picture drama,"Action, Comedy, Demons, Martial Arts, Shounen",Special,1,6.85,4697,"{'Shounen', 'Demons', 'Action', 'Special', 'Comedy', 'Martial Arts'}"
9624,30-sai no hoken taiiku,"Ecchi, Parody, Romance, Seinen",TV,12,6.84,31253,"{'TV', 'Romance', 'Ecchi', 'Parody', 'Seinen'}"
17082,aiura,"Comedy, School, Shounen, Slice of Life",TV,12,6.84,43737,"{'TV', 'Shounen', 'School', 'Comedy', 'Slice of Life'}"
4339,ashita e attack!,"Drama, School, Sports",TV,23,6.84,616,"{'Drama', 'Sports', 'School', 'TV'}"
10582,astarotte no omocha! ex,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",OVA,1,6.83,20824,"{'OVA', 'Demons', 'Romance', 'Ecchi', 'Comedy', 'Seinen', 'Fantasy'}"
2786,bakegyamon,"Action, Game, Shounen",TV,51,6.84,1466,"{'TV', 'Game', 'Action', 'Shounen'}"
5082,battle spirits: shounen toppa bashin,"Game, Shounen",TV,50,6.84,1336,"{'TV', 'Game', 'Shounen'}"
723,candy candy (movie),"Drama, Shoujo, Slice of Life",Movie,1,6.84,2110,"{'Movie', 'Drama', 'Slice of Life', 'Shoujo'}"
8956,denkou chou tokkyuu hikarian,"Action, Adventure, Kids",TV,52,6.84,236,"{'TV', 'Kids', 'Adventure', 'Action'}"
897,dragon ball z movie 04: super saiyajin da son gokuu,"Adventure, Fantasy, Sci-Fi, Shounen",Movie,1,6.84,51924,"{'Adventure', 'Shounen', 'Sci-Fi', 'Movie', 'Fantasy'}"
13755,feeling from mountain and water,Music,Movie,1,6.82,437,"{'Movie', 'Music'}"
6971,gegege no kitarou (1971),"Adventure, Demons, Super Power, Supernatural",TV,45,6.84,556,"{'Super Power', 'Adventure', 'TV', 'Demons', 'Supernatural'}"
771,ginyuu mokushiroku meine liebe wieder,"Drama, Fantasy, Shoujo",TV,13,6.84,4985,"{'Drama', 'Shoujo', 'TV', 'Fantasy'}"
4211,hareluya ii boy,"Action, Comedy, Fantasy, School, Shounen",TV,25,6.84,676,"{'TV', 'Shounen', 'School', 'Action', 'Comedy', 'Fantasy'}"
5036,hurricane live! 2033,Music,Special,7,6.84,972,"{'Music', 'Special'}"
248,ichigo 100%,"Comedy, Ecchi, Harem, Romance, Shounen",TV,12,6.84,67310,"{'Harem', 'TV', 'Shounen', 'Romance', 'Ecchi', 'Comedy'}"
5129,jikuu boukenki zentrix,"Adventure, Mecha, Sci-Fi",TV,26,6.84,392,"{'TV', 'Mecha', 'Adventure', 'Sci-Fi'}"
24629,koufuku graffiti,"Comedy, Seinen, Slice of Life",TV,12,6.84,46093,"{'Slice of Life', 'Comedy', 'TV', 'Seinen'}"
15005,kyou no asuka show,"Comedy, Ecchi, Seinen",ONA,20,6.84,15032,"{'Ecchi', 'ONA', 'Comedy', 'Seinen'}"
21415,machine-doll wa kizutsukanai specials,"Action, Ecchi, Fantasy, School, Seinen",Special,6,6.84,16677,"{'School', 'Action', 'Special', 'Ecchi', 'Seinen', 'Fantasy'}"
21835,majin bone,Game,TV,52,6.84,6836,"{'TV', 'Game'}"
8599,mayoi neko overrun! specials,"Comedy, Ecchi",Special,6,6.84,11528,"{'Ecchi', 'Comedy', 'Special'}"
4306,mizugumo monmon,"Fantasy, Kids, Romance",Movie,1,6.84,1257,"{'Movie', 'Kids', 'Fantasy', 'Romance'}"
4468,nagagutsu wo haita neko no bouken,"Adventure, Fantasy",TV,26,6.84,378,"{'Adventure', 'TV', 'Fantasy'}"
1247,project blue chikyuu sos,"Adventure, Comedy, Sci-Fi, Shounen",TV,6,6.84,1892,"{'Adventure', 'TV', 'Shounen', 'Sci-Fi', 'Comedy'}"
30292,saki achiga-hen: episode of side-a - kuro no tanjoubi,"Game, School, Slice of Life",Special,1,6.84,1041,"{'Slice of Life', 'School', 'Game', 'Special'}"
4723,seishun anime zenshuu,"Drama, Historical, Romance",TV,32,6.84,605,"{'Drama', 'TV', 'Historical', 'Romance'}"
7774,shin koihime†musou ova,"Comedy, Ecchi, Fantasy",OVA,1,6.84,5382,"{'Ecchi', 'Comedy', 'OVA', 'Fantasy'}"
2180,slow step,"Comedy, Romance, School, Slice of Life, Sports",OVA,5,6.84,1219,"{'OVA', 'School', 'Romance', 'Comedy', 'Sports', 'Slice of Life'}"
7329,tottoko hamtarou movie 1: ham-ham land daibouken,"Adventure, Comedy, Kids",Movie,1,6.84,1472,"{'Movie', 'Comedy', 'Adventure', 'Kids'}"
14853,tsukumo,"Historical, Supernatural",Movie,1,6.84,3772,"{'Movie', 'Supernatural', 'Historical'}"
